ID_Espacio_Verde,Nombre,Nombre_Mapa,Tipo_Espacio,Clasificacion_Original,Acceso,Direccion,Barrio,Comuna,Tiene_Patio_Juegos,Superficie_m2,Perimetro_m,Latitud,Longitud,Latitud_Centroide,Longitud_Centroide,Metodo_Coordenada,Flag_Centroide_Fuera_Geometria,Distancia_Centroide_Pin_m,Flag_Geometria_Reparada,Cantidad_Partes_Geometria,Flag_Revision_Manual,Motivo_Revision,Criterio_Inclusion,CRS_Coordenadas,Fuente_Archivo
638,Plaza Ildefonso F. C. Martínez,Pza. Ildefonso F. C. Martínez,Plaza,PLAZA,No informado,"MOLDES - GARCIA DEL RIO, AV. (N) - AMENABAR - GARCIA DEL RIO, AV. (S)",Saavedra,12,NO,1802.7047787201031,385.8865631209758,-34.5489969225,-58.4715344843,-34.5489969225,-58.4715344843,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
643,Plaza Dante,Pza. Dante,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV. - PUEYRREDON, AV. - FIGUEROA ALCORTA, PRES., AV. - PETTORUTI, EMILIO",Recoleta,2,NO,4608.359368772638,441.1312295385627,-34.5846641353,-58.3905817027,-34.5846641353,-58.3905817027,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
644,Plaza El Maestro,Pza. El Maestro,Plaza,PLAZA,No informado,"BEIRO, FRANCISCO AV. - LISTA, RAMON, CNEL. - CALDERON DE LA BARCA, PEDRO, CNEL. - CERVANTES",Villa Devoto,11,NO,416.38793363842615,131.5085095351499,-34.6119935275,-58.5215266887,-34.6119935275,-58.5215266887,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
645,Plaza Presidente Juan Domingo Perón,Pza. Pte. Juan Domingo Perón,Plaza,PLAZA,No informado,BELGRANO AV - MORENO - AZOPARDO - PASEO COLON AV,Monserrat,1,NO,5686.125038027683,1739.9291345072352,-34.6114854840,-58.3689283020,-34.6116736300,-58.3686623715,Punto representativo interno del componente principal,1,32.10,0,25,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
646,Plaza Virrey Vértiz,Pza. Virrey Vértiz,Plaza,PLAZA,No informado,"HERRERA - VALLE, ARISTOBULO DEL - HORNOS GRAL. - BRANDSEN",Barracas,4,SI,8878.301729729554,2118.296677808879,-34.6373562818,-58.3769864765,-34.6373575516,-58.3772427807,Punto representativo interno del componente principal,1,23.50,1,16,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
647,Plaza De La Republica,Pza. De La Republica,Plaza,PLAZA,No informado,"9 DE JULIO, AV. - CORRIENTES, AV. - SAENZ PEÑA, ROQUE, PRES., AV.",San Nicolas,1,NO,3161.7935698868328,2005.8149437528537,-34.6042919591,-58.3815791423,-34.6037570602,-58.3816076646,Punto representativo interno del componente principal,1,59.38,0,21,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
650,Plaza de Cataluña,Pza. de Cataluña,Plaza,PLAZA,No informado,"9 DE JULIO, AV. - CERRITO - ARROYO - POSADAS",Retiro,1,NO,1607.5522056372486,527.5219815737079,-34.5911272860,-58.3824749597,-34.5911272860,-58.3824749597,Centroide geométrico,0,0.00,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
662,Parque Presidente Sarmiento,Pque. Pdte. Sarmiento,Parque,PARQUE,No informado,No informado,Saavedra,12,SI,460269.7832197756,27127.39536732955,-34.5582224226,-58.4996239367,-34.5582224226,-58.4996239367,Centroide geométrico,0,0.00,0,81,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
663,Plaza Democracia,Pza. Democracia,Plaza,PLAZA,No informado,No informado,Villa Lugano,8,SI,30374.37429414874,5286.7467882537085,-34.6904732664,-58.4636978514,-34.6904732664,-58.4636978514,Centroide geométrico,0,0.00,0,27,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
664,Ciudad del Rock,Parque Ciudad del Rock,Parque,PARQUE,No informado,No informado,Villa Soldati,8,SI,504480.1598384356,40169.20434901521,-34.6709424636,-58.4501760402,-34.6709424636,-58.4501760402,Centroide geométrico,0,0.00,1,154,1,Ciudad del Rock: confirmar uso familiar habitual,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
676,Plaza José Martí,Pza. José Martí,Plaza,PLAZA,No informado,"ZUVIRIA - LEVALLE, NICOLAS, TTE. GRAL. - ALVAREZ, CRISOSTOMO - ACOSTA, MARIANO - AUTOPISTA PERITO MORENO (AU 6)",Flores,7,SI,3419.7198567490864,790.0279541814289,-34.6497331766,-58.4635510198,-34.6497331766,-58.4635510198,Centroide geométrico,0,0.00,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
679,Plaza Esther Ballestrino de Careaga,Pza. Esther Ballestrino de Careaga,Plaza,PLAZA,No informado,AU 25 DE MAYO E/ALBERTI Y COCHABAMBA,San Cristobal,3,NO,147.75598046014025,119.00857213992589,-34.6253534860,-58.4003728505,-34.6253534860,-58.4003728505,Centroide geométrico,0,0.00,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
680,Plaza Libertad,Pza. Libertad,Plaza,PLAZA,No informado,"LIBERTAD - ALVEAR, MARCELO T. DE - CERRITO - PARAGUAY",Retiro,1,NO,9713.802274412663,1959.0012252068527,-34.5974507320,-58.3834535115,-34.5974507320,-58.3834535115,Centroide geométrico,0,0.00,0,18,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
682,Plaza Paseo del Riachuelo,Pza. Paseo del Riachuelo,Plaza,PLAZA,No informado,"ROMERO - BERUTI, ARTURO - RIACHUELO",Nueva Pompeya,4,SI,1864.6366182213517,719.0026557138323,-34.6576346522,-58.4117213521,-34.6578219315,-58.4122494307,Punto representativo interno del componente principal,1,52.67,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
683,Plaza Lola Mora,Pza. Lola Mora,Plaza,PLAZA,No informado,"SAN JUAN, AV. - CEVALLOS - SAENZ PEÑA, LUIS, PRES.",Constitucion,1,SI,1137.9455376534172,322.7831213070529,-34.6228026108,-58.3881227572,-34.6228188559,-58.3882609182,Punto representativo interno del componente principal,1,12.80,0,3,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
685,Plaza Jardín de Esculturas,Pza. Jardín de Esculturas,Plaza,PLAZA,No informado,HUSARES - PROPIEDAD PARTICULAR - CAZADORES - PROPIEDAD PARTICULA - MONROE,Belgrano,13,NO,772.8132620528926,315.29016305450705,-34.5499644277,-58.4452526325,-34.5500105632,-58.4453901735,Punto representativo interno del componente principal,1,13.62,0,9,1,La ubicación menciona propiedad particular; confirmar acceso,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
734,Plaza Glorias del Automovilismo Argentino,Pza. Glorias del Automovilismo Argentino,Plaza,PLAZA,No informado,"PAZ, GRAL., AV. - FERRE - SALADILLO - ROCA, CNEL., AV.",Villa Riachuelo,8,NO,2000.5253227193473,264.7608485323104,-34.6974138474,-58.4698219010,-34.6974138474,-58.4698219010,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
744,No informado,No informado,Plaza,PLAZA,No informado,ERCILLA (NO ) - FRAGATA HERCULES - ERCILLA (SE) - FRAGATA TRINIDAD,Mataderos,9,NO,107.17789558225545,113.97479524613134,-34.6572287964,-58.5200368409,-34.6572287964,-58.5200368409,Centroide geométrico,0,0.00,0,1,1,Plaza sin nombre y menor a 500 m²; confirmar que sea un espacio independiente,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
770,No informado,No informado,Plaza,PLAZA,No informado,"PASEO COLON, AV., SUBIDA AU 25 DE MAYO",San Telmo,1,NO,739.4139604483375,185.32366419516833,-34.6216345821,-58.3662857339,-34.6216876213,-58.3663925374,Punto representativo interno del componente principal,1,11.42,0,2,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
774,No informado,No informado,Plaza,PLAZA,No informado,"OCAMPO, VICTORIA - MANSO, JUANA - TRINIDAD, GUEVARA - DEALESSI, PIERINA",Puerto Madero,1,NO,4307.6488886807065,679.0834671081179,-34.6026409080,-58.3646099697,-34.6026255237,-58.3644433669,Punto representativo interno del componente principal,1,15.37,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
798,Plaza del Lector,Pza. del Lector,Plaza,PLAZA,No informado,"AGUERO - LAS HERAS, GRL., AV.",Recoleta,2,NO,1251.6938133172425,603.6740294171502,-34.5853403484,-58.3986909255,-34.5852881518,-58.3988255136,Punto representativo interno del componente principal,1,13.64,0,8,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
806,Plaza Villa Real,Pza. Va. Real,Plaza,PLAZA,No informado,"BRUSELAS - VARELA, JOSE P. - SIMBRON - IRIGOYEN",Villa Real,10,SI,7593.446924857127,1028.5021014925494,-34.6204211090,-58.5274194926,-34.6204072333,-58.5277747499,Punto representativo interno del componente principal,1,32.61,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
813,Plaza Cnel. Dorrego,Pza. Cnel. Dorrego,Plaza,PLAZA,No informado,"DEFENSA - HUMBERTO I° - AIETA, ANSELMO, DON - BETHLEM",San Telmo,1,NO,388.9220999211358,196.03189092004772,-34.6205554801,-58.3718473128,-34.6204825636,-58.3717580337,Punto representativo interno del componente principal,1,11.51,0,4,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
826,Plaza Quinquela Martín,Pza. Quinquela Martín,Plaza,PLAZA,No informado,ISABEL LA CATOLICA - SUAREZ,Barracas,4,NO,206.71104898395131,56.34865780713635,-34.6387179768,-58.3731499635,-34.6387179768,-58.3731499635,Centroide geométrico,0,0.00,0,1,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
830,Plaza Paseo de la Paz,Pza. Paseo de la Paz,Plaza,PLAZA,No informado,"HOLMBERG E/MONROE, AV. - BLANCO ENCALADA",Villa Urquiza,12,NO,532.5978283176555,277.9010170427332,-34.5693341637,-58.4770151456,-34.5693341637,-58.4770151456,Centroide geométrico,0,0.00,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
850,Plaza Primera Junta,Pza. Primera Junta,Plaza,PLAZA,No informado,"RIVADAVIA, AV. (S) - DEL BARCO CENTENERA - RIVADAVIA, AV. (N)",Caballito,6,NO,141.77247298396844,187.20593411823734,-34.6208393529,-58.4415373875,-34.6208918943,-58.4419046561,Punto representativo interno del componente principal,1,34.18,0,14,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
871,Parque Centenario,Pque. Centenario,Parque,PARQUE,No informado,"DIAZ VELEZ, AV. - MARECHAL, LEOPOLDO - PATRICIAS ARGENTINAS, AV.",Caballito,6,SI,71467.7306979733,12897.171878859692,-34.6077338828,-58.4369359066,-34.6067036709,-58.4355405410,Punto representativo interno del componente principal,1,171.55,0,102,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
872,Parque Chacabuco,Pque. Chacabuco,Parque,PARQUE,No informado,"PERON, EVA, AV.- CURAPALIGUE - ASAMBLEA, AV. - MITRE, EMILIO",Parque Chacabuco,7,SI,125688.98423535576,18986.00431791209,-34.6341768918,-58.4428109063,-34.6341768918,-58.4428109063,Centroide geométrico,0,0.00,0,128,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
873,Parque Patricios,Pque. Patricios,Parque,PARQUE,No informado,"CASEROS, AV. - MONTEAGUDO - USPALLATA - ALMAFUERTE, AV.",Parque Patricios,4,SI,78145.93441037979,10602.468139010656,-34.6388682836,-58.4082047283,-34.6388682836,-58.4082047283,Centroide geométrico,0,0.00,1,63,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
874,Parque Avellaneda,Pque. Avellaneda,Parque,PARQUE,No informado,"DIRECTORIO, AV. - LACARRA, AV. - MONTE - AUTOPISTA PERITO MORENO (AU 6) - AMEGHINO, FLORENTINO, DR.",Parque Avellaneda,9,SI,306778.2108484842,24906.277384926827,-34.6452883379,-58.4789413490,-34.6452883379,-58.4789413490,Centroide geométrico,0,0.00,0,86,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
875,Parque Los Andes,Pque. Los Andes,Parque,PARQUE,No informado,"CORRIENTES, AV. - DORREGO, AV. - GUZMAN, AV. - LACROZE, FEDERICO, AV.",Chacarita,15,SI,62338.96854904918,6317.09936178442,-34.5900021706,-58.4509013152,-34.5900021706,-58.4509013152,Centroide geométrico,0,0.00,0,44,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
876,Plaza Int. Francisco Seeber,Pza. Int. Francisco Seeber,Plaza,PLAZA,No informado,"SARMIENTO, AV. - KENNEDY, JOHN F. - DEL LIBERTADOR, AV. - COLOMBIA, AV.",Palermo,14,NO,35805.58317890713,3980.6073556804427,-34.5762878793,-58.4172896299,-34.5753762458,-58.4172914755,Punto representativo interno del componente principal,1,101.11,0,25,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
877,Plaza Arenales,Pza. Arenales,Plaza,PLAZA,No informado,MERCEDES - BAHIA BLANCA - NUEVA YORK - PAREJA,Villa Devoto,11,SI,23515.03438795712,2958.610458767538,-34.5995274850,-58.5131500038,-34.5993627863,-58.5122468133,Punto representativo interno del componente principal,1,84.83,0,19,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
878,Plaza de la Constitución,Pza. de la Constitución,Plaza,PLAZA,No informado,"BRASIL, AV. - LIMA (E) - GARAY, JUAN DE, AV. - LIMA (O)",Constitucion,1,NO,14397.920054638029,2949.2935426815106,-34.6252617313,-58.3816296845,-34.6258769201,-58.3813054023,Punto representativo interno del componente principal,1,74.43,0,39,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
879,Plaza Primero de Mayo,Pza. Primero de Mayo,Plaza,PLAZA,No informado,"ALSINA, ADOLFO - PASCO - YRIGOYEN, HIPOLITO - PICHINCHA",Balvanera,3,SI,7470.436258333919,1661.9584984465032,-34.6113945886,-58.3984817395,-34.6113521380,-58.3981378188,Punto representativo interno del componente principal,1,31.89,0,22,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
880,Parque Lezama,Pque. Lezama,Parque,PARQUE,No informado,"PASEO COLON, AV. - GARCIA, MARTIN, AV. - DEFENSA - BRASIL, AV.",San Telmo,1,SI,45988.20623028754,8772.055674071034,-34.6267189415,-58.3695749110,-34.6267189415,-58.3695749110,Centroide geométrico,0,0.00,0,80,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
881,Plaza Lavalle,Pza. Lavalle,Plaza,PLAZA,No informado,"LAVALLE - LIBERTAD - CORDOBA, AV. - TALCAHUANO",San Nicolas,1,SI,25131.22390931045,4223.417865280933,-34.6021275765,-58.3849101013,-34.6009253692,-58.3846047327,Punto representativo interno del componente principal,1,136.25,0,42,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
882,Plaza San Martín,Pza. Lib. Gral. San Martín,Plaza,PLAZA,No informado,"DEL LIBERTADOR, Av. - SANTA FE, AV. - ESMERALDA - ARENALES - CRUCERO GENERAL BELGRANO - FLORIDA - SAN MARTÍN",Retiro,1,SI,31635.49515456746,4103.430900107137,-34.5941770520,-58.3759369109,-34.5946362457,-58.3756188104,Punto representativo interno del componente principal,1,58.69,0,35,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
883,Plaza 25 de Mayo,Pza. 25 de Mayo,Plaza,PLAZA,No informado,"RIVADAVIA, AV. - BALCARCE - YRIGOYEN, HIPOLITO - BOLIVAR",Monserrat,1,NO,8492.125425691782,1905.1053736293147,-34.6084299513,-58.3721592780,-34.6084299513,-58.3721592780,Centroide geométrico,0,0.00,0,15,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
884,Plaza Rodríguez Peña,Pza. Rodríguez Peña,Plaza,PLAZA,No informado,"CALLAO, AV.- ALVEAR, MARCELO T. DE - RODRIGUEZ PEÑA - PARAGUAY",Recoleta,2,SI,8281.374173686496,1559.0888481045702,-34.5984614742,-58.3921072319,-34.5979583142,-58.3923567350,Punto representativo interno del componente principal,1,60.32,0,21,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
885,Plaza Italia,Pza. Italia,Plaza,PLAZA,No informado,"SANTA FE, AV. - LAS HERAS, AV. - SERRANO - THAMES",Palermo,14,NO,2832.1304852961835,1259.188547156453,-34.5812031264,-58.4205917508,-34.5812057844,-58.4208661261,Punto representativo interno del componente principal,1,25.17,0,28,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
886,Plaza Pueyrredón,Pza. Pueyrredón,Plaza,PLAZA,No informado,"RIVADAVIA, AV. - ARTIGAS, JOSE G., GRAL. - YERBAL - FRAY CAYETANO RODRIGUEZ",Flores,7,SI,6786.843487759706,1216.226225716945,-34.6284074659,-58.4636987499,-34.6284074659,-58.4636987499,Centroide geométrico,0,0.00,0,11,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
887,Plaza Francia,Pza. Francia,Plaza,PLAZA,No informado,"DEL LIBERTADOR, AV. - PUEYRREDON, AV. - LEVENE, RICARDO, DR., AV. - AGOTE, LUIS, DR.",Recoleta,2,NO,7382.641685412082,1464.0071905534458,-34.5845485926,-58.3939412257,-34.5848630717,-58.3933077721,Punto representativo interno del componente principal,1,67.77,0,16,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
888,Plaza Matheu,Pza. Matheu,Plaza,PLAZA,No informado,"MAGALLANES - HERNANDARIAS - ARAOZ DE LAMADRID G., GRAL. - IRALA",La Boca,4,SI,4455.4505890262435,1656.5085864473265,-34.6402755254,-58.3673200204,-34.6401979563,-58.3668713711,Punto representativo interno del componente principal,1,42.02,0,13,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
889,Plaza Alberti,Pza. Alberti,Plaza,PLAZA,No informado,"ARCOS - UGARTE, MANUEL - O'HIGGINS - ROOSEVELT, FRANKLIN D.",Belgrano,13,SI,6247.091205241133,1343.995446488926,-34.5550113590,-58.4578190043,-34.5550113590,-58.4578190043,Centroide geométrico,0,0.00,0,14,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
890,Plaza Solis,Pza. Solis,Plaza,PLAZA,No informado,"OLAVARRIA - BRIN, MINISTRO - SUAREZ - CABOTO",La Boca,4,SI,5840.398749824379,960.9311926690699,-34.6346221847,-58.3550395547,-34.6344445375,-58.3552991685,Punto representativo interno del componente principal,1,30.90,0,5,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
891,Plaza Garay,Pza. Garay,Plaza,PLAZA,No informado,"GARAY, JUAN DE, AV. - SOLIS - PAVON - SAENZ PEÑA, LUIS, PRES.",Constitucion,1,SI,9695.668513305409,1909.9183678984205,-34.6266425509,-58.3883148299,-34.6266425509,-58.3883148299,Centroide geométrico,0,0.00,0,24,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
892,Plaza Sudamérica,Pza. Sudamérica,Plaza,PLAZA,No informado,"GUAMINI - FERNANDEZ DE LA CRUZ, FRANCISCO, GRAL., AV. - PIEDRA BUENA, AV. - ITAQUI",Villa Riachuelo,8,SI,6908.716196975354,2647.9048668429964,-34.6887510055,-58.4748318406,-34.6883653358,-58.4750844035,Punto representativo interno del componente principal,1,48.63,0,20,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
893,Balneario Sud,Pque. Balneario Sud,Parque,PARQUE,No informado,"ACHAVAL RODRIGUEZ, TRISTAN, DR., AV. E/ SANCHEZ DE THOMPSON, MARIQUITA Y PAREJA, FRANCISCO, ALFEREZ DE NAVIO",Puerto Madero,1,NO,139383.32348984625,6197.21284741851,-34.6150646256,-58.3518184000,-34.6150646256,-58.3518184000,Centroide geométrico,0,0.00,0,14,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
894,José E. Uriburu,Pque. José E. Uriburu,Parque,PARQUE,No informado,"ALMAFUERTE, AV. - LOS PATOS - PEPIRI - CHUTRO, PEDRO, PROF., DR.",Parque Patricios,4,SI,24707.162796636632,2790.255036478977,-34.6423402084,-58.4102974935,-34.6421479597,-58.4110311480,Punto representativo interno del componente principal,1,70.55,0,14,0,No aplica,"Parque según clasificación oficial y superficie >= 1,000 m²",EPSG:4326,espacio_verde_publico.csv
895,Plaza 25 de Agosto,Pza. 25 de Agosto,Plaza,PLAZA,No informado,HEREDIA - 14 DE JULIO - GIRIBONE - CHARLONE,Villa Ortuzar,15,SI,6659.916172243478,1231.649745587978,-34.5801721676,-58.4625306738,-34.5801721676,-58.4625306738,Centroide geométrico,0,0.00,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
896,Plaza Vélez Sarsfield,Pza. Vélez Sarsfield,Plaza,PLAZA,No informado,"AVELLANEDA, AV. - BAHIA BLANCA - BOGOTA - CHIVILCOY",Floresta,10,SI,8916.765608188605,1603.830374923252,-34.6299185330,-58.4822392818,-34.6298993623,-58.4827858081,Punto representativo interno del componente principal,1,50.15,0,14,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
897,Plaza Díaz Vélez,Pza. Díaz Vélez,Plaza,PLAZA,No informado,"GONCALVES DIAS - JORGE - SAN ANTONIO - CRUZ, OSVALDO, AV.",Barracas,4,SI,2222.023601122126,733.7408886475412,-34.6525314430,-58.3778613543,-34.6526072801,-58.3777358316,Punto representativo interno del componente principal,1,14.25,0,12,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
898,Plaza Echeverría,Pza. Echeverría,Plaza,PLAZA,No informado,"RIVERA, PEDRO I., DR. - BAUNESS - NAHUEL HUAPI - CAPDEVILA, ARTURO",Villa Urquiza,12,SI,4351.486077366189,1132.1606018082107,-34.5719982574,-58.4896094652,-34.5720245918,-58.4893266898,Punto representativo interno del componente principal,1,26.11,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
899,Plaza Castelli,Pza. Castelli,Plaza,PLAZA,No informado,"JURAMENTO - CONDE - ECHEVERRIA - FREIRE, RAMON, CAP. GRL. - VIAS DEL FGBM",Belgrano,13,SI,6446.880141546526,1361.6548037921661,-34.5672544313,-58.4644055868,-34.5674498432,-58.4645858393,Punto representativo interno del componente principal,1,27.26,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
900,Plaza Gral. Benito Nazar,Pza. Gral. Benito Nazar,Plaza,PLAZA,No informado,"VIRASORO, VALENTIN - FIGUEROA, APOLINARIO, CNEL. - OLAYA - ANTEZANA",Villa Crespo,15,SI,4468.577647443391,910.2350627506096,-34.6048601340,-58.4454946351,-34.6048601340,-58.4454946351,Centroide geométrico,0,0.00,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
901,Plaza Padre L. Massa,Pza. Padre L. Massa,Plaza,PLAZA,No informado,"MARMOL, JOSE - SUPERMERCADO CARREFOUR",Boedo,5,NO,2856.8665003867695,991.5114395692227,-34.6352470730,-58.4224741681,-34.6351950823,-58.4226785314,Punto representativo interno del componente principal,1,19.60,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
902,Plaza Ing. Estévez,Pza. Ing. Estévez,Plaza,PLAZA,No informado,"DELLEPIANE, LUIS J., TTE. GRAL., AV. - LACARRA, AV. - ALVAREZ, CRISOSTOMO - FERNANDEZ",Parque Avellaneda,9,SI,12104.799369549368,1339.1222720956887,-34.6528680259,-58.4671507713,-34.6528774034,-58.4667097252,Punto representativo interno del componente principal,1,40.44,0,6,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
903,Plaza Brown,Pza. Brown,Plaza,PLAZA,No informado,"IRALA - SALVADORES, CNEL. - ALVAR NUÑEZ - CALIFORNIA",La Boca,4,SI,4943.56793128719,1353.7208008037035,-34.6447900047,-58.3644456743,-34.6448308490,-58.3646428958,Punto representativo interno del componente principal,1,18.64,0,34,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
904,"Plaza 24 de Septiembre, Batalla de Tucumán","Pza. 24 de Septiembre, Batalla de Tucumán",Plaza,PLAZA,No informado,"SAN MARTIN, AV. - FIGUEROA, APOLINARIO, CNEL. - ROJAS - ANTESANA",Villa Crespo,15,SI,2494.541237609634,613.5932963335612,-34.6065002825,-58.4484573813,-34.6067652014,-58.4483069146,Punto representativo interno del componente principal,1,32.46,0,9,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
906,Plaza del Congreso,Pza. del Congreso,Plaza,PLAZA,No informado,"ENTRE RIOS, AV. - RIVADAVIA, AV. - DE MAYO, AV. - SAEZ PEÑA, LUIS, PRES., AV. - YRIGOYEN, HIPOLITO.",Monserrat,1,NO,2468.7571235347255,761.2148082670681,-34.6097553711,-58.3899041162,-34.6097553711,-58.3899041162,Centroide geométrico,0,0.00,0,7,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
907,Plaza Dr. J. M. Velasco Ibarra,Pza. Dr. J. M. Velasco Ibarra,Plaza,PLAZA,No informado,"JUJUY, Av y MÉXICO",Balvanera,3,SI,4177.358516008391,981.7229001354598,-34.6175077067,-58.4036848955,-34.6173186337,-58.4034282614,Punto representativo interno del componente principal,1,31.52,0,10,0,No aplica,"Plaza según clasificación oficial, sin conflicto textual",EPSG:4326,espacio_verde_publico.csv
